visit_id,total_time_diff,client_id,variation
184218420_12226963290_470269,61.0,5648355,Test
184228204_33554267108_855565,60.0,5253882,Control
184232884_45002684087_167614,404.0,2884298,Control
184259282_82910049257_311831,0.0,3907819,Control
184266179_64878013258_283527,0.0,872784,Control
184275238_68427765080_332050,13.0,917202,Test
184281445_38179175980_449711,711.0,1705090,Test
184283148_91956994202_696161,369.0,8883335,Test
184317640_98705325742_196131,364.0,370067,Control
184375693_96325495728_709231,109.0,867469,Test
184384158_33378986453_512268,6245.0,3529675,Test
18440768_80111862421_4335,288.0,4962273,Control
184412229_82285895778_30583,203.0,8738868,Test
184452649_25383873480_444457,694.0,2482954,Test
184461138_54743285988_96314,21.0,1196136,Control
184470275_33002440973_579255,768.0,3538705,Control
18447748_79063286906_60153,3855.0,2902418,Test
18449209_78319730774_703846,0.0,6822204,Test
184496383_58789001165_35996,1291.0,4555558,Test
184497017_23903326511_931410,166.0,2399324,Test
184558489_34491306615_313125,92.0,9138140,Test
184563584_67830318661_640881,5.0,6911162,Control
184566346_78210434399_920666,2001.0,9134207,Test
184572459_47189235913_303480,0.0,6253622,Control
184575469_34935531880_602849,0.0,5688492,Control
184586102_78834247258_726297,37.0,31597,Test
184591692_74609234115_713149,0.0,5581468,Control
184598481_96732412520_520084,413.0,3736651,Test
184599636_84603666360_529916,0.0,1708867,Test
184599968_39688127873_773646,0.0,753497,Control
18461640_29047437270_245666,715.0,301097,Control
184639894_33194848733_641025,170.0,1192082,Test
18467061_61705897442_546316,165.0,8538926,Test
18467135_49932767316_466034,7.0,9203388,Test
184672584_36178229617_214249,930.0,5109271,Control
18468062_75610484977_30459,34.0,5766971,Control
184690080_96530756890_304727,1081.0,5410180,Control
184716499_33515090553_646494,603.0,9848708,Test
184721612_38471727033_45691,0.0,8339083,Control
184745315_85436903724_293326,550.0,1982805,Control
184771570_39581844785_359007,102.0,82772,Test
184868854_68087329497_326066,0.0,7988248,Test
184886859_71392746512_855850,34.0,670510,Control
184892649_47490676288_197835,179.0,9183400,Control
184929522_43207619470_39029,488.0,8587434,Test
184941375_84789009397_638365,72.0,7212530,Control
184943571_51860055222_342153,171.0,2313651,Test
184946014_9349908605_541279,0.0,5740001,Control
184958188_62705819287_313757,0.0,4469398,Control
184977568_31653004312_958940,2203.0,802392,Test
185005165_68721497802_739619,0.0,7082928,Control
185019450_1153130944_22446,0.0,3371047,Test
185053391_19084835128_632604,715.0,2597998,Control
185054822_54369612189_451524,515.0,8806527,Test
18510463_70559470236_423063,0.0,6737832,Test
185106137_1745046699_639997,166.0,2200900,Control
18511119_83966222140_425626,1098.0,3585961,Control
185111488_43009277728_577199,0.0,7721667,Test
185140992_1477467229_246231,336.0,5596531,Control
185146124_92434949470_345074,2277.0,204784,Test
185149396_81964137522_433436,62.0,5557759,Control
185164000_42586968064_903412,0.0,7350565,Test
185181273_92916174788_341251,186.0,8877862,Control
185200598_57526109661_536593,154.0,5831377,Test
185209331_43109084179_364604,127.0,9717954,Control
18522040_72032720345_235206,233.0,3833432,Control
185222830_35935256430_304873,157.0,3535282,Control
185240119_56489265937_951599,54.0,2798458,Control
185250030_20560658777_538642,100.0,9261499,Test
185255909_22440110316_48936,191.0,8384036,Test
185268667_95016899507_161366,455.0,1066044,Test
185296733_99019918042_390371,578.0,6617037,Control
185306873_87577219746_73189,1152.0,5501969,Test
185311349_39490295040_937823,189.0,1264091,Test
185312942_93126567522_986009,0.0,4586815,Control
185331980_9923256369_743792,128.0,5621982,Control
185340127_30778451278_103338,992.0,372207,Test
185377695_59416159616_851755,401.0,1264596,Control
185378321_28812164479_243754,376.0,7381522,Control
185392775_9235905130_90037,0.0,6164570,Test
1853963_13317879959_484578,118.0,5581664,Control
18539969_97274121889_119850,0.0,4454345,Control
185406266_85786327255_834125,1878.0,9681169,Control
185413713_14476934646_902643,1284.0,4000721,Test
185418881_39555940734_73105,119.0,7769110,Test
185435782_26952420423_415232,0.0,5552624,Test
185436141_63480323539_897928,275.0,8646213,Test
185446828_10571915136_700714,0.0,6275704,Control
185452204_93847756600_158389,96.0,5428426,Test
185454483_59929678034_224472,40.0,4551179,Control
185493413_90563684083_270219,81.0,1616906,Control
185498159_44267947073_849990,349.0,3408917,Test
185500855_42287524776_569869,320.0,7516764,Test
18552347_73855051217_737030,322.0,1505130,Test
18554984_29706125923_409337,311.0,6413068,Test
185574435_98078202722_139000,25.0,4573220,Control
185574748_40722562565_848855,380.0,9358513,Control
185597420_83120438361_74545,74.0,1798725,Control
185598197_55620958934_905143,179.0,9870533,Control
185603376_87185376185_479702,1135.0,6558833,Control
185636122_66213139474_407769,402.0,6122858,Control
185637571_23966508651_159669,16.0,5117645,Test
185650553_25276275828_353294,24.0,6006960,Test
185656683_57779283370_316040,687.0,8709700,Test
18566334_9704754316_75464,138.0,4888904,Control
185666696_26439939458_933696,211.0,4692937,Test
185716042_27761906629_561275,1413.0,598943,Control
185739972_5343192097_163905,36.0,7723139,Control
185760901_48408535808_831959,194.0,802023,Test
18576240_29179773489_327089,627.0,9521078,Control
185764628_25134057969_835818,0.0,8290239,Control
185767966_37887673376_462271,0.0,6076878,Control
185778590_64136375864_784934,0.0,1884635,Test
185782015_83847748741_558636,227.0,9787372,Test
185783240_438449547_440131,33.0,3285202,Control
185787595_60142245707_832587,3902.0,2541030,Control
18578873_80839697411_241593,180.0,2931629,Test
185794350_34210495671_909155,125.0,4869303,Test
185798953_22492914918_484253,11.0,3849509,Test
185810054_36970048042_973140,168.0,9709654,Control
18581622_16625488254_679621,50.0,4939035,Control
185824998_92303578495_97503,0.0,4012869,Control
185831679_81517477472_462086,305.0,4042775,Control
185837238_80448851267_629021,0.0,8974902,Test
185846827_276510697_992527,739.0,3119324,Test
185858559_64624176660_495246,310.0,314958,Control
185870221_21577612468_177148,378.0,8415669,Control
185873842_69896184504_265435,215.0,9663819,Test
185917307_84667515659_999774,42.0,1305958,Control
185917319_60308673882_475581,85.0,9080557,Control
185945085_22905058984_687959,283.0,6057000,Test
185981853_27933654660_552561,140.0,3240673,Test
18602423_2798784695_100665,102.0,1515031,Test
186030208_93572744273_906010,396.0,7753751,Test
186048249_82458386613_120624,104.0,7377686,Test
186059102_18756646670_654178,278.0,4071532,Test
186093094_1817337693_775566,165.0,7552736,Test
186153145_72771222979_813973,2383.0,4418518,Control
186157749_40279962855_821154,11.0,6296897,Control
186208074_925662832_973591,305.0,8916621,Control
186210471_49246892232_581323,0.0,5043861,Test
186213990_4747475706_609550,31.0,211380,Test
186246614_80667040897_832046,227.0,6389349,Control
186252435_73399766277_81456,45.0,8995925,Test
186258098_49656275186_919164,0.0,1412035,Test
186261328_17674516996_996838,211.0,9512824,Test
186277034_42565024974_825912,86.0,9746455,Test
186281071_27625756119_506731,343.0,7167841,Test
18628179_1648972686_427478,31.0,2731088,Control
186281906_2096301372_268108,347.0,2191364,Control
18630504_99119585908_411577,55.0,9611285,Test
186306319_53950788269_4236,26.0,8329929,Test
186312176_34609149194_628281,271.0,8802310,Control
18631290_53519028257_352721,0.0,3893167,Test
186321980_22297891664_965653,0.0,468570,Test
18633039_61921844737_355475,108.0,9803595,Test
186334173_18798293412_854140,12.0,9763536,Test
186344666_55545087654_896967,0.0,831384,Control
186360806_60707661572_576702,227.0,3018059,Control
186377794_53650858623_713220,345.0,6806451,Test
186388755_17720797433_542929,184.0,3525800,Test
18639608_14291780518_572047,3.0,9274697,Control
186416486_7049218669_442062,95.0,3112429,Control
186432114_39318491709_292362,492.0,3721289,Test
186440140_39734050868_792652,19.0,7623407,Test
18644074_71944473236_781219,145.0,4407250,Test
186442895_40642546539_739426,41.0,2366463,Test
186446630_58181689517_210538,0.0,4145904,Control
186456840_25745196988_634729,399.0,8927886,Test
186466306_36004215688_445794,222.0,7104143,Test
186472529_25523767139_303093,278.0,5176605,Control
186480977_97344994345_608278,0.0,140683,Test
186505035_46922360967_838084,9.0,164324,Test
186515516_56592001981_945465,95.0,5470686,Test
186525596_40257297404_185481,201.0,320586,Control
186529864_74314317467_529127,95.0,6111970,Control
186551156_56471776372_693630,0.0,3232830,Test
186556245_75872545114_722925,146.0,6702347,Test
186556731_99756570169_689147,209.0,5598911,Control
186573601_91967091746_504093,377.0,3806942,Test
186574919_72142577186_527965,23.0,6463002,Control
186577065_10799488159_952302,206.0,6025815,Test
18658676_41795969504_46537,343.0,6744273,Test
186614488_96693620709_388191,507.0,2089071,Control
186649004_253372328_34591,262.0,4344684,Test
186658155_26157374743_203740,188.0,3617339,Test
186660938_98288021604_201097,39.0,6027048,Control
186670066_73991920391_138583,475.0,9086611,Test
186671521_83356283416_74883,0.0,2355218,Test
186680590_18659693710_82534,6980.0,4379554,Control
186696941_89001187645_91871,244.0,7650054,Control
186730050_84456163997_453456,127.0,654172,Test
18674973_86781541811_215781,89.0,1114139,Control
186753762_33902629687_302388,0.0,4601536,Control
186758485_21602259069_160765,448.0,3071896,Test
186789618_82003578223_264482,223.0,3118638,Control
186799785_9216683638_273992,19.0,4891184,Test
18680008_6327101995_224636,33.0,4085599,Control
186813454_46995408537_76726,2091.0,2102149,Control
186823724_30560890364_913973,271.0,7994671,Control
186853324_3688640282_240732,0.0,5768394,Test
186858310_92337592930_297543,955.0,9692048,Control
186862993_35422080890_858176,265.0,2821933,Test
186867639_44678611469_464444,56.0,4060801,Control
186874826_49663293714_450168,270.0,1062722,Test
186878814_2725974082_783178,1246.0,2754991,Control
186884360_7896244468_74693,91.0,513961,Test
186939417_30840440546_184446,84.0,2383926,Test
18694160_91772484052_647886,176.0,8207278,Test
186945399_2863740742_708355,428.0,7794004,Test
186956227_5586480415_93579,0.0,2768437,Test
186996681_3938290618_813949,0.0,4792703,Control
187008888_95802462370_918138,175.0,2529465,Test
187033341_1910224741_254667,0.0,1022555,Control
187035572_63936924818_263196,31.0,4285905,Test
187052582_42002863169_299164,0.0,1676334,Test
187056923_85793000956_619370,344.0,1486118,Control
187066531_22607556321_456231,490.0,1654172,Control
187076319_19028667188_534008,223.0,1735700,Test
187079607_78613465679_754483,31.0,985481,Control
187083379_90922232896_473274,1870.0,9518545,Test
187094692_91573256331_274481,0.0,3893853,Control
187141103_41097770617_989395,0.0,5751652,Control
187147482_49161602267_425750,10.0,7974545,Control
187156272_67539284426_740579,889.0,6819841,Test
18715640_53364182214_477943,306.0,1632382,Test
187176903_2265806015_55121,837.0,8116430,Control
187188241_25691951119_134738,879.0,8446876,Control
187191552_21105687683_552811,302.0,8084087,Control
187225339_28563479871_743287,343.0,8095423,Control
187237415_73313185916_621734,47.0,21940,Control
18724443_49384009023_553668,69.0,5792905,Control
187244525_96102032989_215558,0.0,9845,Control
187253285_1245948567_505653,0.0,9647114,Test
187264989_344441870_861485,564.0,5407336,Control
187296605_63884847890_976750,123.0,1772874,Test
187298500_29440212276_803374,98.0,7723861,Control
187308375_89650517698_834691,35.0,2757093,Test
18731034_55017561294_129567,564.0,4548139,Control
187313592_26795268330_56113,0.0,3619249,Test
187320949_48187189038_301767,434.0,9090954,Control
187321865_7191777986_852649,284.0,2841010,Control
187329037_69994505756_688919,38.0,6795991,Test
187338423_63306193736_793992,181.0,193111,Test
187338630_39162362080_858547,35.0,6500708,Test
187357630_68485340448_377118,2.0,2364227,Control
187365549_99366055136_649776,57.0,5600808,Test
187405603_39014460791_97680,120.0,7382711,Test
187430276_79265718369_983511,290.0,8155528,Test
187440539_33675553868_996249,156.0,608061,Test
187440860_87525382959_379704,143.0,7801435,Control
18746305_29942175899_170988,159.0,3784683,Test
187500980_58488561290_386418,165.0,5896265,Test
187504593_1881873864_397909,186.0,2516570,Test
1875199_292924250_931247,292.0,1083647,Test
187537026_67140501687_525686,0.0,8126871,Control
187567415_29293919245_95948,199.0,8198208,Test
18756884_51934692430_956394,148.0,7842221,Control
18760751_20063734940_273132,580.0,8234923,Control
187609103_93874736773_185603,0.0,6683240,Control
187638700_96067982061_958867,668.0,3945051,Control
187645935_12174960805_981346,1011.0,547252,Control
187655319_79915206132_390284,40.0,8255146,Test
187663509_56235876204_528696,94.0,4739127,Test
187668139_45850054208_90311,339.0,2346576,Control
187721460_15728868741_746201,52.0,8098846,Control
187761481_69050412508_720151,1242.0,3167322,Test
187765377_67965842540_294176,394.0,7144585,Test
187766734_52722301100_367717,454.0,7478327,Test
187766806_86651719641_173922,0.0,4563042,Control
187779688_89891756656_3074,50.0,9463714,Control
187796144_6795621857_908185,4.0,9546908,Test
187796668_29041765975_868500,0.0,8586150,Test
187801803_35294678100_495951,22.0,3057486,Test
187802435_71443650496_343357,12.0,3234627,Test
187812611_88222424906_103101,191.0,4725865,Test
18782157_61008633486_5630,0.0,3828521,Test
187836222_19939546104_668145,99.0,8506583,Test
18784076_80433959551_904591,298.0,3308211,Control
18785034_93387605552_471955,150.0,2699963,Test
187882824_40472358422_929509,221.0,1949872,Test
187882977_87321497271_708594,0.0,945249,Control
187884472_84509917378_107338,24.0,2291630,Test
187892737_72915596959_464101,17.0,671207,Control
187909093_81798487079_775614,65.0,1787989,Control
187922302_4887414182_404225,661.0,4314509,Test
187928177_74760034693_225502,141.0,2209005,Control
187929232_64136394160_804465,1067.0,5444943,Test
187963429_85972058975_62518,243.0,7859805,Control
187969276_44037791753_663843,99.0,2412538,Test
187973758_64817868699_516679,1197.0,3422168,Test
187974588_7013219051_647193,3.0,5825030,Test
187982943_80583359735_474215,339.0,2326659,Test
188021835_72300342282_45939,284.0,9989135,Test
188026256_79503251283_134389,13.0,5186923,Control
188041309_44924905424_721919,166.0,2909102,Test
188056606_72946717791_836914,222.0,5777985,Test
188081703_43050599983_418065,0.0,7464811,Test
188083042_1325110260_302482,2879.0,5102800,Control
18811618_60436866466_594986,8.0,4156655,Test
188122910_56822413567_353997,392.0,5835214,Control
188142363_94884837487_967371,203.0,4025125,Control
188152660_90386212987_772182,0.0,58196,Control
188177304_290297627_860851,291.0,6064721,Control
188185424_2779906947_910192,37.0,8074391,Control
188194162_1897424563_822180,641.0,4860513,Test
188203454_61120057227_996376,244.0,1394404,Control
188210164_42014103855_763924,240.0,7928118,Test
188216354_52293513164_896539,206.0,2959030,Test
188230776_8948929833_80629,0.0,1573977,Control
188232492_45629782028_86355,473.0,9835297,Test
188240773_62017858473_56631,0.0,927541,Test
188244332_92808117144_729079,1453.0,807316,Test
188264439_77743710533_412993,14.0,64885,Test
188274748_70143670405_573346,0.0,3458242,Control
188278011_21371764707_763274,840.0,908415,Test
188292029_14243524284_370538,420.0,4613101,Test
188302005_56226318245_862548,388.0,6749393,Test
188316948_30222060505_276176,462.0,5245124,Test
188317972_63004402350_419647,116.0,3753816,Control
188336646_92355507332_528304,0.0,8722595,Control
188340205_91187906966_628224,101.0,6934507,Control
188378725_40979388266_546155,346.0,297220,Control
188386607_27205554146_353307,196.0,7396638,Control
188405851_30342739915_823802,389.0,183077,Test
188422206_94062877888_330105,0.0,8792675,Control
188424444_2733515775_347963,65.0,6819326,Control
188430161_46234476950_17428,195.0,5330523,Control
188433531_61275931025_623880,1522.0,8870709,Control
188453532_57066683368_995333,136.0,8084516,Test
188454232_72587423014_29814,8.0,5238205,Test
188507000_45348298494_771167,78.0,2469563,Test
188511852_86392225050_238705,563.0,7309966,Test
188551018_94071395478_105986,54.0,3701316,Control
188552543_48772316557_695056,822.0,5865838,Control
188553771_18265548423_825171,82.0,2261008,Test
188568096_42205374491_928559,0.0,2313865,Test
188569888_74231573959_12015,280.0,9752107,Control
188604802_81722062826_582858,112.0,4203251,Test
188609128_61040434172_266554,193.0,5049742,Control
188610911_14189470258_671132,0.0,3423813,Control
188625290_98975210375_603596,136.0,5036766,Test
188654556_64332355028_746101,136.0,4674490,Test
188661840_29479925821_254479,103.0,7893818,Test
188679176_8341748571_519083,430.0,1633473,Control
188689118_6712675298_134021,254.0,1948517,Control
188701847_63277592430_304814,64.0,275210,Test
188712407_69016273534_531547,352.0,9495046,Test
188729295_42877756150_441668,213.0,2368030,Test
188749222_74577790354_692915,0.0,2532415,Control
188759353_98615288758_904438,333.0,582813,Test
188783507_30582016850_63547,0.0,2482282,Control
18878962_75746266873_251065,485.0,5002400,Control
18878967_58362140802_768890,112.0,5460427,Control
188803160_61168384946_596521,827.0,7802574,Test
18882756_55166006998_258487,147.0,1962381,Test
188836876_73842205686_111789,1271.0,7509627,Test
188838868_56868838924_115781,0.0,2908364,Control
188858945_73517817635_478651,565.0,1230812,Control
188872410_78593444817_416652,52.0,3236736,Test
188898196_99739949818_95418,347.0,9927693,Control
188901442_25255803562_688372,450.0,6660436,Test
188905653_87412745023_98871,0.0,6232074,Control
188906075_20847523076_899541,490.0,2294786,Control
18892205_96075459235_883420,0.0,8040052,Control
188927411_43161988318_106487,182.0,4828534,Control
188931339_47574708757_791749,30.0,4255977,Test
188958321_30389382346_20961,155.0,3538261,Test
18898021_15867023963_527820,267.0,2938239,Test
188983744_64875752914_168361,268.0,3607333,Control
188990211_22437125743_819265,1068.0,6211734,Test
188991337_19181489540_705136,57.0,9180822,Control
189012757_80165980684_406310,1129.0,7188709,Test
189052432_29837801643_969083,807.0,6067170,Control
189058692_44299424956_564255,0.0,2921499,Test
189062380_84074020291_576240,0.0,414245,Test
189084577_74733095089_51086,0.0,7706526,Test
189099236_29522611114_981010,418.0,9420931,Control
189102948_35023988273_989423,64.0,1675422,Control
189107362_26399077887_836577,42.0,3475041,Test
189121476_2696395078_991345,155.0,5504850,Control
189134333_73949079101_103159,279.0,4633937,Control
189136970_51530110068_937228,404.0,4732570,Control
18913827_85014866503_1469,419.0,8566060,Control
189139078_66740520861_787653,143.0,5033489,Control
189143393_74547653514_414894,696.0,9339324,Test
189158651_94577825269_291276,250.0,6765699,Control
189177304_69869411700_783154,748.0,9998346,Control
189191253_71725497698_50373,54.0,161108,Control
189196635_47640426968_931088,54.0,9308561,Control
189201489_33441119515_77541,212.0,7517412,Control
189209371_99999095918_596575,0.0,4411554,Control
189238193_25311833278_345409,119.0,160938,Control
189262173_8781367592_457340,284.0,6642857,Control
189281725_25620691092_222276,1043.0,1666074,Test
189287196_37138173919_608316,197.0,8757410,Test
189298570_23702759734_119448,222.0,4320842,Test
189305054_89371518252_919152,0.0,4366013,Test
18930571_77705063588_7129,318.0,2500591,Control
189319541_54286713427_747363,358.0,9593338,Test
189335267_32171036197_63885,52.0,6948287,Test
189344542_77656617345_855795,152.0,7021458,Test
189379090_5285320524_370067,41.0,8892186,Test
189380696_81040626481_277832,740.0,3270512,Control
189388204_20252307498_840525,0.0,6028450,Control
189388341_9010040481_808162,834.0,6914362,Control
189392333_17501404677_86718,268.0,3417498,Test
189394985_99973353789_98146,131.0,6451488,Control
189396870_92712075432_715634,34.0,7409414,Test
18941167_66685106346_831454,681.0,1911384,Test
189414099_40640878428_934861,457.0,1186608,Test
189418747_3816796516_980239,0.0,763504,Test
189430886_68983917743_878647,365.0,7820430,Control
18943315_77449429798_933682,45.0,3550402,Test
18944765_50788180310_622032,0.0,5294788,Test
189454394_86258798447_245970,0.0,2465819,Control
189464211_28591022227_954586,167.0,5359706,Control
189465019_50778794744_275486,436.0,4233560,Test
189476202_80805675115_925523,298.0,3254137,Test
189476713_73098761811_439886,70.0,4412954,Test
189478284_92216353058_60488,257.0,6029457,Test
189479414_49387988611_283709,14.0,5759997,Control
189496174_73392738599_765380,0.0,4891147,Test
189510672_61558124735_119150,402.0,522064,Control
189510819_77557654211_180365,330.0,4379998,Control
189546298_95439504165_845089,265.0,2339348,Test
189572970_63865413261_387530,12.0,7936614,Control
189578778_93546752854_690051,615.0,9247669,Test
189598666_25714713570_943856,0.0,5017428,Control
189606681_9608166772_833426,264.0,8413646,Control
189613542_57953678803_714477,296.0,8033419,Control
189635101_94325429253_862052,1260.0,550960,Test
189638206_44869057494_959497,141.0,4315438,Test
189654384_90795105216_977734,61.0,5644835,Test
189656837_21893836233_603908,26.0,6844163,Control
189806921_68327875814_727993,0.0,524481,Test
189815226_1588992072_330687,214.0,7769967,Test
189817106_93176189738_983800,0.0,5713590,Test
189817666_89526280165_365256,0.0,1223307,Control
189818714_91141407273_223373,728.0,7915367,Test
189821604_75768237037_161313,1.0,3152783,Control
189854667_72516504850_813170,451.0,9246043,Test
189862579_88434576633_385918,287.0,6697350,Test
189866056_40507492628_835169,128.0,9912757,Test
189888057_3460998943_66168,388.0,1822618,Control
189915966_14549041740_852358,791.0,7201546,Test
189931823_70437029920_967023,0.0,6608442,Test
18996475_50668593897_843031,233.0,2560413,Test
189972354_73977999972_254100,479.0,4567551,Test
189992873_11928024608_481758,0.0,7573566,Test
189993680_49442402420_615605,0.0,983088,Test
190007262_49435112582_188407,48.0,4736529,Test
190013403_90129128124_422070,643.0,6932372,Control
190016318_17390990852_171220,0.0,3278886,Control
190019034_21854856689_241948,70.0,5834652,Control
190024518_82675211293_962903,394.0,1280370,Control
190025519_86978583982_207260,522.0,8138782,Control
190041117_19152523919_930895,94.0,3861955,Test
190044979_24335062618_822583,0.0,2853271,Control
190070527_74721098111_652737,0.0,2664244,Control
190077687_74864498387_574984,210.0,3804361,Control
190081774_97464620181_882725,0.0,5146890,Control
19009987_1646970667_41226,0.0,6858296,Test
19010430_11935829306_401940,0.0,1194408,Control
190112966_82634322899_661410,446.0,6649463,Control
190123966_69035259837_146738,217.0,2215051,Control
190132873_47781441934_680585,170.0,7343195,Control
190134789_56701049611_160934,233.0,4044961,Control
190149662_27133383620_358248,547.0,1960031,Control
190157325_61127274051_663092,246.0,2891436,Control
190164891_39564449667_940284,274.0,4862909,Test
190165536_37079734588_593386,291.0,3447586,Control
19017128_63086667964_815576,21.0,5307801,Test
190185535_99372557874_809913,856.0,7479054,Control
190214071_66174343229_718933,914.0,2414527,Control
190238475_32909165494_438422,0.0,6615854,Test
190251616_88554233344_2135,147.0,4999703,Test
190257080_90543181685_714745,308.0,8328352,Test
190276684_77703876934_79052,0.0,8409408,Control
190279094_61881503786_827894,0.0,8343009,Control
190343125_39991436666_649124,75.0,3653895,Test
190368877_94446491030_331011,0.0,8427350,Test
190369873_30023481393_362554,139.0,6984006,Test
190380929_12285345061_950015,359.0,4031392,Control
190388652_98069890309_47768,219.0,133522,Control
190488969_40220049982_329798,91.0,935940,Control
190514218_40104849632_489019,141.0,3257649,Test
190514612_5134577256_702262,1273.0,5215088,Control
190519814_19022383764_904835,39.0,3156612,Test
190541926_52533207686_496497,1010.0,650109,Control
190592393_17273070267_844108,126.0,5996903,Test
19060959_20550309147_536156,64.0,3740775,Test
190616965_87922633466_573221,201.0,3850989,Control
190627820_83322992_642155,126.0,4519687,Test
190652539_47820449478_135208,429.0,4742814,Control
190658324_55188880153_969312,339.0,7646163,Control
190677968_19944780683_981507,466.0,7264487,Control
190683835_88031803691_622620,0.0,7467270,Control
190686028_35158880307_464045,518.0,2565627,Test
190692034_74656279297_525066,207.0,4631957,Test
190733446_66984328276_58324,532.0,2323408,Test
190734976_34664242149_385320,0.0,5758766,Test
190737648_26032054997_115658,270.0,6710265,Control
190739234_18648878715_286478,92.0,4372524,Test
190742025_25938927085_867790,235.0,2727344,Test
190765079_66295579657_669794,456.0,6517761,Test
190806260_90010655174_163880,1439.0,8158599,Test
190810900_4779253503_479736,162.0,8265793,Test
190821140_18504681134_671394,130.0,257840,Test
190824806_7026966047_177231,192.0,3209032,Control
190850263_49790369058_864783,301.0,8119530,Test
190850870_14115438192_36427,0.0,9698834,Test
190856589_28345926627_865551,517.0,8459444,Test
190861496_90273345297_980005,745.0,6634478,Test
190866352_24651792881_499149,1416.0,5671600,Test
190888402_43860806040_541800,147.0,15189,Test
190907773_64573863942_609330,0.0,9849851,Control
190909465_86869730842_166889,107.0,7565697,Test
190910149_31228680755_202760,82.0,7214969,Control
190912002_46007546553_309457,0.0,8138517,Control
190941504_69232672515_713961,12.0,9640116,Test
190986807_10650236911_747733,6.0,1220246,Control
190993176_78324598452_280978,550.0,644138,Test
190995461_38561816233_427519,266.0,4103576,Test
191042295_92076892717_423254,13.0,4797272,Test
191055022_77339238827_280113,132.0,2383421,Test
191058010_96249639425_572757,226.0,7064013,Control
191058259_20877205754_966684,0.0,5646570,Test
19107905_50750226434_271086,82.0,6238531,Control
191085879_3350760656_461614,152.0,4032180,Control
191095800_32471301446_577245,114.0,2966935,Test
191126298_98179700162_267583,9.0,7758608,Test
191171471_1345645812_537408,141.0,4681588,Control
191184961_36258458665_148354,488.0,5153744,Control
191187753_98580716574_527044,312.0,2828096,Control
191196545_64168710768_217375,0.0,5090277,Test
191196812_6002428806_485441,515.0,5294928,Control
191211634_73468362159_947104,0.0,7034453,Control
191246070_3758266584_197586,52.0,4223136,Test
191247226_40119502129_457601,205.0,6094468,Test
191255410_78723678962_312278,347.0,6981369,Test
19126795_58404560485_455293,447.0,7851212,Control
191274137_92681129678_180153,1068.0,1503995,Control
191284763_78988867561_258735,4.0,4021585,Control
191319945_26891976640_401043,472.0,9893446,Test
191348709_12537414305_249312,128.0,4253645,Test
191364914_6529181149_998622,0.0,7187092,Test
191404088_55877007387_430127,0.0,5547047,Control
191413006_15671249366_929875,158.0,4474245,Control
191416784_39620280125_290583,254.0,1788204,Test
191432754_77865094131_810992,54.0,2991849,Control
1914480_13316181920_358089,219.0,2023674,Test
19146734_68395020259_786195,148.0,5971817,Test
191478450_47395630919_810786,72.0,3516520,Test
191494853_32947474448_709666,662.0,745986,Test
191495389_88743051474_606850,43.0,437817,Control
191501037_25704773546_183986,85.0,7913751,Test
191503662_48166089559_777232,1770.0,1669156,Test
191508818_77551478139_172674,64.0,1756663,Control
191509451_60366182314_871065,375.0,3265232,Test
191514013_25272571919_355288,0.0,3425096,Test
19153537_38231874936_30460,649.0,9189058,Control
191546902_89554780223_634108,203.0,1096393,Test
191552165_25197166186_630345,827.0,8822717,Test
191560074_8797998451_246027,467.0,1983489,Test
191560786_32806130608_223832,456.0,8617321,Control
191586669_40154807847_388674,73.0,2714922,Control
191592573_86910696245_829991,337.0,1341612,Test
191602070_3092375246_918456,2699.0,1984039,Control
191612797_3906032370_442233,348.0,6959043,Control
191645372_63106595066_866562,579.0,1229810,Control
191662088_88189740393_293888,495.0,9511384,Control
191671541_56061067380_554344,999.0,3515394,Control
191674221_59222144349_447923,0.0,7534652,Control
191714124_66797164435_191101,0.0,9363715,Control
191714988_94454817932_132262,280.0,8482201,Test
191725294_72379968066_342624,485.0,8277796,Test
191730955_71584857781_918321,261.0,1126201,Control
191735151_52062542095_890136,38.0,3581330,Test
191735477_86260092020_164830,9.0,7665301,Test
191757980_92263776326_85830,121.0,3490396,Test
191797530_26811159342_864613,0.0,7009252,Test
19181789_26940717554_366492,199.0,1972168,Test
191825117_63022204971_535231,197.0,1022124,Control
191843495_66873642452_296637,20.0,4359348,Test
191871766_85800578949_513053,152.0,4608096,Control
191902854_92875033843_49722,575.0,7642295,Control
191903815_34193144106_887332,746.0,8646938,Control
191905511_17326832452_835136,0.0,4539011,Test
191933595_53402994142_76754,571.0,140020,Test
191958003_62345925901_642488,88.0,7944139,Test
191962021_21069954858_905529,124.0,1822468,Control
191965841_87663313957_793382,487.0,1053587,Control
191990998_59257112869_286612,219.0,9572005,Test
191999117_5944956017_348114,522.0,6968934,Control
192021253_57766751179_951765,322.0,8152690,Control
192054253_77472158008_152789,0.0,2414386,Control
192059387_37231773825_226809,0.0,6479623,Test
192066799_98513110754_13919,152.0,1126962,Control
1921057_76570145556_778056,71.0,382031,Test
192112567_74217147396_345533,121.0,1136796,Test
192122454_13825058827_683551,17.0,2402375,Control
192124130_71838688118_925907,108.0,5851947,Control
192130716_38054404678_504732,92.0,9537000,Control
192135546_14498790821_642376,758.0,5707743,Test
192135651_88898519389_891629,18.0,4617245,Control
192169674_19272583734_966589,185.0,9288992,Test
192215806_53044675563_482220,187.0,3868916,Control
19222001_91730422881_295771,0.0,2102280,Control
