visit_id,total_time_diff,client_id,variation
942422880_37192284321_105597,114.0,9575313,Test
94242687_26011774090_831254,262.0,30318,Test
942436694_82776103361_142381,231.0,8136408,Test
942445237_48695415241_986121,127.0,5902352,Test
942447790_26061985502_296635,433.0,3991063,Control
94245601_32991217424_3675,28.0,4967715,Test
942465740_605247910_845627,151.0,585528,Test
94249908_45050261662_851499,0.0,1399670,Control
942501258_48827420279_615561,764.0,2449116,Test
942528311_67222484235_969506,118.0,3076639,Control
942538121_31802957430_621351,190.0,8444602,Control
942539710_77918638786_966674,48.0,7062086,Test
942558185_58921358389_793941,174.0,6716899,Test
942573710_99115508016_232040,49.0,2199896,Control
942615628_25614338916_901525,0.0,8843028,Control
942619248_46828531909_173045,220.0,2654776,Control
942667294_60529756444_985608,0.0,6397827,Control
942681614_14860299507_962878,152.0,2013019,Test
942690561_14434335191_532557,53.0,457784,Test
94271734_63473794724_62239,57.0,7188807,Test
942719043_61404498333_902895,8.0,2319207,Control
942719863_96158572973_238200,131.0,5654828,Test
942724394_49508693325_906867,0.0,7966006,Test
942738304_17282830257_629857,0.0,4100859,Test
942756723_26837747565_217016,133.0,1628554,Test
942771740_53875091388_827496,125.0,7861081,Control
942788234_75209127745_667146,0.0,7871271,Control
942817536_57853114458_704224,70.0,7026988,Test
942827546_82238218563_74428,0.0,9101443,Control
942832575_12400170568_695509,90.0,1850195,Test
942856594_48367369053_176317,627.0,7305195,Control
942869957_29990287754_482527,0.0,3199307,Test
942898706_65512472914_809919,26.0,4773825,Test
942907624_48036241627_673556,1035.0,3651601,Test
942923890_39076567374_725061,632.0,984646,Control
942935307_80183987398_388890,529.0,3113361,Control
942951845_34857695628_179335,654.0,8530298,Test
942954696_23053641218_773403,354.0,2205199,Control
942982600_43283329188_669494,107.0,907878,Control
942982703_23486888722_139648,679.0,8264879,Test
942996157_39527225999_589383,0.0,5126305,Control
943003290_60956571129_610457,17.0,8905762,Control
943018164_42385678375_17555,504.0,4877080,Test
943030227_63629504652_472892,341.0,6012802,Control
943031888_3467984612_83085,329.0,5688575,Control
943060743_59415046199_804541,155.0,4066789,Test
943061281_3582308322_615169,201.0,4142763,Test
94308335_29272755280_490465,0.0,2934958,Test
94309220_38494444683_861396,14.0,5565651,Control
943133150_88763631106_40158,0.0,8222286,Test
943152609_18154961774_308016,191.0,6317054,Test
943217056_11900161947_967041,122.0,765467,Test
943261572_70804168605_573276,0.0,7120519,Control
943277208_48690552862_348690,720.0,2901829,Control
943284159_69893412037_430198,89.0,2877389,Test
943289231_66507969550_477028,296.0,9654380,Test
943303820_85593752732_810866,230.0,8148423,Control
943317840_33041328843_116008,3148.0,2010239,Control
943336608_11177520598_847003,157.0,6175278,Control
943337540_63452200440_75519,191.0,4565303,Control
943339585_33501746477_880934,0.0,3726482,Control
943343933_88130775341_140441,261.0,5453216,Test
943349266_54489383218_109043,200.0,639155,Control
943358989_77063042411_238102,228.0,7557189,Control
943370393_80866447784_752064,191.0,5976564,Test
943375078_87005452448_523443,0.0,2203560,Control
943385035_47903806466_63492,185.0,8525729,Test
943422344_90379503449_526547,107.0,3530321,Test
943427213_18314047056_715679,40.0,7204908,Control
943437173_18305941730_783859,104.0,8684625,Test
943446817_95743893665_389033,0.0,350673,Test
943469853_76229226125_839996,208.0,1936,Test
943479166_6746215588_693067,0.0,1429007,Test
943479974_43887248459_705250,154.0,7200691,Control
943539475_90967917948_823342,1390.0,9996404,Control
94354122_57945965846_375696,0.0,589292,Test
943553742_88076238332_134605,290.0,8780301,Test
943562417_75677761767_672945,238.0,1894515,Test
943570618_46491223163_479730,250.0,2747440,Control
943574822_75737607798_18518,304.0,8321660,Test
943604771_68118203194_940865,0.0,6822246,Control
943618615_45808733114_723029,717.0,2058971,Control
943627833_51982338345_135848,1439.0,2678430,Test
943630853_83146132206_405004,167.0,978616,Test
94363992_50265918535_940274,226.0,3065089,Test
943641378_96145236162_57829,129.0,6440180,Control
943663253_68376397329_491707,955.0,7633079,Control
943667829_38740746647_23035,0.0,2302204,Control
943677827_7202746062_518647,1048.0,3465652,Test
94368463_57961665423_48227,350.0,2391912,Control
943687266_98032437448_383725,17.0,2706190,Control
9437363_95235670775_898952,77.0,6352921,Control
943760529_3453901493_725961,127.0,4465770,Control
943776480_84086199944_280941,0.0,7496027,Control
943789907_81936282380_432271,1068.0,3136386,Control
943807501_9147586358_312653,182.0,8029013,Test
943826859_16069591067_847540,23.0,6781849,Control
943837920_36700110818_141414,92.0,1117004,Control
943845821_50992990655_841907,220.0,9494167,Test
943862216_29815323657_217051,0.0,3893174,Test
943867006_88063915716_971547,24.0,6581133,Control
943876688_4821619760_831142,718.0,568718,Test
943878981_15466247039_155937,0.0,3714371,Control
943884538_50673625244_4546,368.0,3203669,Test
943888470_33248604414_674089,0.0,2441408,Control
943928919_40986913182_91353,441.0,4661885,Control
943947355_78632294131_129949,456.0,7333746,Test
943955585_81003686103_345492,814.0,789006,Control
943969042_86303086910_998956,118.0,9202453,Test
943969212_14447441390_556616,139.0,8212601,Control
943978953_17913123972_535559,24.0,1180860,Test
943987208_32571477483_930446,0.0,5008718,Control
943989684_85292708749_970055,183.0,9984341,Test
944005638_45043181361_633350,413.0,7344407,Control
944022818_31685215074_678242,164.0,7999087,Control
944033298_86776583967_351725,193.0,151250,Test
944052383_9005993980_399845,276.0,7366477,Control
944058138_19551925775_198343,0.0,5297360,Test
944084442_53741388243_847508,249.0,4639609,Control
944098368_20182673756_728265,85.0,3590388,Test
944104120_93779136093_370997,0.0,2290934,Test
944110395_34396857910_494430,740.0,5271129,Control
944124043_32392005258_552665,0.0,8564445,Control
944130552_47257749808_36309,388.0,8694085,Test
94413440_31521429967_301428,522.0,4760535,Control
94413554_28421468703_593376,154.0,6496293,Test
944139952_35703813547_513864,58.0,7710716,Test
944143777_95708566316_750321,2110.0,5418190,Control
944151364_96184777699_540028,0.0,1094461,Test
944152632_35132432584_153456,248.0,4650313,Test
944153593_78442131874_888964,1750.0,4112456,Test
944154342_64424913559_147564,122.0,4515670,Control
944161401_15145814849_64079,64.0,783788,Control
944186479_52347270027_589097,23.0,6884241,Test
944208750_60112434054_985124,134.0,996857,Control
944219966_67876038010_146829,150.0,1524489,Test
944240588_24796752093_216730,0.0,4381662,Test
944246607_86641013655_591646,322.0,4355873,Control
944266712_76093748844_16953,291.0,7542559,Control
94426837_10685286519_98193,340.0,277068,Test
944272396_87432984403_210887,265.0,7800199,Test
944278668_18260002062_789601,0.0,8057794,Control
944288672_4253393485_416568,451.0,7954237,Control
944295809_75644845434_916851,252.0,6799154,Control
9442996_24004808688_487307,1060.0,8842388,Control
944313899_63312012826_625953,0.0,8244884,Test
944322937_61701056959_222428,246.0,9390249,Control
944341777_69683920483_498932,289.0,5901024,Test
94436037_64972724684_982709,1579.0,7684999,Control
944364541_88993868203_711317,0.0,359736,Test
944369624_19801903685_48228,285.0,3498908,Control
944376656_77625165708_259121,38.0,6427815,Control
944392238_97738021834_175671,68.0,5972884,Test
944414541_86511637540_111211,376.0,3412278,Test
94442206_65851328714_484278,496.0,6431498,Control
944432037_72425410366_517931,173.0,9995295,Test
944434997_98438453502_165271,1690.0,5643813,Test
944437127_91907341593_429323,2364.0,8803535,Test
944440562_9059250316_309561,423.0,7683638,Control
944442109_78767641414_493517,9.0,805761,Test
944454372_39283096189_863045,788.0,4532572,Test
944460829_34942721451_558111,0.0,1341853,Control
944466769_50971057033_41613,380.0,1406408,Test
944480295_93682886776_491775,152.0,9161780,Control
944483198_67133895271_918555,111.0,4325419,Test
944485983_75621226577_985449,72.0,6587318,Control
94450027_49001689250_250543,284.0,5554140,Test
94459218_82485466674_173730,603.0,3797377,Test
944602896_47139867856_818706,345.0,1788062,Control
944603822_63383363386_25384,88.0,2780782,Control
944609355_71352323846_89349,752.0,1919420,Control
94461590_15295038245_693942,439.0,3212406,Control
944648342_2977396684_444682,3043.0,2079150,Test
944655296_4746521189_86443,226.0,1072592,Test
94465705_53083144668_729758,139.0,3158600,Test
944660919_47371929612_705707,17.0,3932829,Test
944680181_36549493098_589113,194.0,9506863,Test
944689018_42726891475_823905,15.0,2519481,Test
944692665_43789541157_181803,11.0,8159854,Control
944708810_20984172250_322320,236.0,2438098,Test
94471239_76975157170_963394,303.0,3668546,Test
944726753_8231358147_59022,311.0,1645625,Test
944808020_19652428441_506276,6.0,7667625,Test
94481218_52760630451_825328,146.0,2949523,Control
944830364_84717688736_602735,67.0,9103394,Test
944842299_76028403035_365753,188.0,4844608,Control
944848622_16327110233_546113,4.0,92864,Test
944864883_17976693515_252874,97.0,4720168,Control
944871068_9080306646_181523,69.0,6421285,Test
944884105_29594174942_788203,402.0,3344462,Test
944910685_53886334515_314631,773.0,1873161,Control
944940076_63701063856_977976,6749.0,7797739,Test
944945057_93622826937_769539,1518.0,5990735,Test
944946874_21767606843_57471,0.0,9465893,Test
944947378_10118964628_404760,311.0,5225442,Test
94495063_55850907897_342189,0.0,3590317,Test
944968412_58049883536_555147,1379.0,5850123,Control
944970605_69962184733_158594,0.0,8686248,Test
944977138_91559514062_252517,3836.0,524481,Test
944989846_22800282138_465758,0.0,6886577,Test
94500127_80714994352_569038,701.0,5242709,Control
945026202_96050623235_896983,0.0,1062737,Control
945034058_39619384956_978428,159.0,7830918,Test
945062340_93598856246_542001,8.0,8407612,Test
945102289_66198472452_47313,140.0,2819503,Test
945109260_30137563654_641782,123.0,9902918,Test
945115982_5995160722_563889,1807.0,7932417,Control
945143552_44139591935_332952,645.0,5860565,Test
945148299_35999221719_65222,491.0,3956018,Test
945157033_96685563419_852275,75.0,1361156,Control
945168303_2684642576_478665,6.0,7112284,Control
945176284_71524079205_583032,240.0,8191025,Control
945184664_97341332576_358210,136.0,649596,Control
945222485_80716680455_500499,159.0,732198,Control
945237590_70410656614_931617,227.0,6578585,Control
945242452_335636579_33628,478.0,9696002,Control
945250321_91565923002_786009,0.0,3536435,Test
945266862_16134632532_821123,494.0,4064505,Test
945268638_20049648607_333602,0.0,5531217,Test
945270821_47782025481_556958,154.0,8064081,Control
945280266_44831657065_398803,92.0,5870916,Test
945298324_10441377778_952627,210.0,9335897,Control
945320970_78042212714_6381,232.0,8369849,Test
94532469_34596444286_536429,534.0,5138720,Test
945344062_51927555791_762743,231.0,4635518,Control
945368358_25229865036_29839,105.0,106457,Control
945388147_21905493369_356800,838.0,8579878,Control
945400799_72740736596_69636,432.0,3935125,Test
945410438_96682922453_711987,31.0,5902640,Test
945413191_46558213432_102003,0.0,6296447,Test
945438210_14186639260_373019,201.0,2251990,Test
945455679_96107078005_573780,46.0,1813423,Test
945465272_10361043738_675813,0.0,3832843,Test
945477595_11324947843_232638,207.0,1715176,Test
945485074_73963855498_177523,150.0,5592710,Test
945503309_70263938770_40679,0.0,5725928,Control
945513892_24325281967_797471,238.0,2966302,Test
945514639_77535341223_982424,0.0,6734943,Test
94554943_71306856267_768775,0.0,1613439,Test
945556371_44742161475_104940,131.0,1145173,Control
94555964_2651186756_844119,0.0,1308781,Control
945571465_44505956450_848398,281.0,6428137,Control
945577258_6835611550_485261,0.0,8820443,Control
945580684_81597670592_176868,196.0,2485024,Control
945599296_69408397460_88347,266.0,1145098,Test
945604716_88141020656_972485,20.0,1254086,Control
945620020_60780170018_401050,42.0,2068892,Control
945626228_18305508184_475616,89.0,6498266,Control
945629828_14068187333_917527,546.0,8249603,Test
945648197_60296062625_974320,55.0,2779383,Control
945654818_68453736571_456905,104.0,9209925,Test
945662006_32456065177_457288,96.0,8430093,Control
945665462_30768612361_584715,945.0,9711093,Test
945676887_28980124678_63809,328.0,2020936,Test
945680026_66063977017_744719,1073.0,9552062,Control
945694152_62933686233_414645,249.0,1095148,Test
945695558_84135767281_952407,1128.0,439963,Test
945696659_59561161046_201924,110.0,4953806,Test
945710915_24827401832_924876,3.0,8315555,Control
945732546_66284242764_770942,152.0,7037641,Control
945737121_61945670847_226598,156.0,6935393,Test
945766151_25608510926_240477,245.0,7374359,Control
945778669_43582199167_145616,0.0,6388327,Control
945809792_26672654568_578050,30.0,3827180,Control
945834798_17398665619_806157,0.0,9010076,Control
94587252_95887557588_845789,0.0,8275359,Test
94588429_46520593865_585732,0.0,1939607,Test
945909454_10805355775_174522,170.0,4138843,Control
945913602_83684464746_73992,15.0,5675982,Control
945938592_13201350757_8624,248.0,6675679,Control
945941869_89013360424_670709,75.0,9687519,Test
945945967_24508075284_688786,164.0,2041260,Test
945983003_99360702590_78600,365.0,9092677,Test
945983608_65606561375_82393,333.0,1735468,Control
945986866_3134745880_817699,23.0,5937233,Control
94599335_31931299096_698804,24.0,7033412,Test
945993755_46626017836_861225,22.0,8841792,Control
945997629_54941101655_240259,1318.0,1336336,Test
946015129_13858371713_499925,298.0,8299838,Control
946029634_60100476772_689635,362.0,5790069,Test
946066715_37765412444_517257,320.0,3013641,Control
946082346_15325986184_937015,0.0,3716868,Test
946105525_41563168431_218423,529.0,9189287,Control
946111595_68907444329_818266,674.0,964325,Test
946115822_63744806959_25816,67.0,2680137,Control
946116741_92645907350_279816,334.0,4667506,Test
946143917_74886993873_340163,194.0,3190934,Control
946170816_14736363542_590574,464.0,7468293,Test
946198211_58209180896_705481,1164.0,8509607,Control
946214846_13508983659_584465,191.0,6176305,Test
946228955_75686918597_358127,106.0,3787912,Control
946237888_62201235390_585817,30.0,3462461,Test
946243323_40690787875_387696,394.0,2040881,Control
946251538_72720963827_556913,457.0,7357410,Control
946254734_35626787514_783584,201.0,5703569,Test
946260044_4500877861_798035,557.0,3276629,Control
946265061_31258158249_512684,311.0,5762741,Control
946271774_61298356270_3054,1070.0,3637020,Test
946285470_16566233342_706235,0.0,8351784,Test
946288462_66712955771_410181,775.0,2653282,Test
946293696_16263832071_497411,0.0,9840956,Test
946308215_7012727009_929915,270.0,6610721,Test
94631117_76635049628_12443,1264.0,5816187,Control
946311353_52040771224_347153,1379.0,190580,Test
946316434_75077214069_411175,0.0,1518182,Test
946360428_27763990785_431203,62.0,2821005,Test
946363735_35409537435_104830,620.0,5225985,Test
946369827_25262237914_605962,0.0,1674278,Test
946373317_74394093593_592866,323.0,4834461,Control
946373938_92486721598_218432,232.0,5834717,Test
946399103_68289067363_460868,0.0,1556389,Test
946407912_41971857280_825545,0.0,7006478,Control
946412752_35469315825_848787,66.0,8665346,Test
946429721_35936690418_368756,874.0,5308117,Test
946484101_76865022472_429636,0.0,5127216,Test
946484203_84342371864_16462,263.0,2280318,Test
946490179_12807176235_962986,303.0,2084702,Test
946545377_65055439162_179683,1056.0,4344239,Control
946553218_74167394694_851959,526.0,6704362,Control
946556393_77123687725_317018,1115.0,5782980,Test
946565560_18681561941_523712,547.0,6191242,Test
94657526_34148418602_685456,601.0,5559545,Test
946580425_51266566914_257929,0.0,2923048,Test
946582084_29012475400_222163,0.0,7114749,Test
946584725_85434463799_91934,302.0,7524332,Control
946605673_31509089909_544009,0.0,5885503,Test
946611895_85781456978_182830,0.0,490194,Control
946614888_4627670314_332073,264.0,4364957,Control
946614900_96542243142_349081,13.0,3903512,Test
946633596_99883575040_564798,7.0,3750476,Test
946642706_39143356246_79805,33.0,4839425,Control
946666756_8437224226_122266,22.0,4955045,Control
946673580_3221212979_976457,31.0,250645,Test
946679401_41561245912_662994,194.0,4873357,Test
94667960_76528888054_183545,0.0,4580133,Control
946749801_74384031210_656898,28.0,4825054,Control
946754515_33662333923_815305,139.0,4561971,Test
946760795_43821628548_162639,131.0,1073670,Control
94678096_33098691340_120697,82.0,3610897,Control
946785075_98428647165_910968,294.0,6450072,Test
946791799_3941600876_187670,0.0,8639071,Control
94681170_26520921175_900473,123.0,5908749,Test
946822583_90719851541_318620,74.0,6213804,Control
946844988_63627748878_598180,126.0,6316427,Test
946845353_18380135278_331836,43.0,4288601,Test
946864051_54885946726_780742,442.0,1044443,Control
946901950_5543757029_337930,1186.0,6884899,Control
946914925_76076626314_966258,372.0,596352,Control
946931360_82282267127_531653,97.0,8324479,Control
946940452_91169983466_726665,90.0,1015744,Test
946951625_74391666047_839435,35.0,3387123,Control
946955684_49286826317_479459,100.0,6287401,Test
946963126_84941121908_69527,24.0,2462823,Control
946997057_88645650709_334817,0.0,4538401,Test
947001836_47984382381_791881,229.0,8780444,Test
9470326_24808262668_803188,350.0,6517968,Control
947041754_45068375652_382447,431.0,8945610,Test
947046193_2638310882_353960,1136.0,6917138,Test
947055336_59159581081_593457,150.0,6437158,Test
947060420_19866619867_482047,182.0,3932745,Control
947069328_48531530833_536625,81.0,8133973,Test
947119920_75745459897_523904,139.0,8744291,Control
947131496_49932237606_900950,7.0,2000413,Control
947144317_98232266665_420698,45.0,1118699,Test
947145309_40209403610_543742,727.0,1447336,Control
947180636_46525889520_410147,878.0,6840926,Test
947204181_83596149715_282162,418.0,154809,Test
947227230_28155303848_15480,7.0,3833308,Test
947229944_92215744466_123466,89.0,7155824,Control
947231564_9617895171_609071,40.0,8590778,Control
947237737_10593780721_27128,62.0,5792423,Control
947238627_6557859091_98821,34.0,3649022,Control
947276282_26490853280_58256,236.0,4395425,Control
947280777_7350652478_221507,160.0,2986368,Test
947284716_74192964884_557470,49.0,4872697,Test
94729248_91256608807_949151,112.0,5845017,Control
947304770_35642190981_144815,2893.0,470897,Test
947307365_76490286763_962693,118.0,3530964,Test
947317736_54249304332_401693,0.0,1493065,Test
947332254_82361555783_925512,107.0,1831358,Test
947345184_57394736088_925157,0.0,3907202,Control
947379467_34307171601_886237,0.0,3186929,Test
947379540_86217381965_866807,0.0,8563448,Test
947389401_57377817003_97478,55.0,3306703,Test
947414957_13710592008_28088,324.0,7455684,Control
947416276_66191646732_500442,534.0,3493304,Control
947417142_54079482666_997512,1835.0,49450,Control
947434109_17897902735_529017,691.0,7697945,Test
947496118_86731100139_487998,287.0,8612909,Test
947504932_24725517148_664916,198.0,7020156,Test
947521552_88276792008_73880,9.0,1761728,Control
947553307_74824148253_575663,749.0,9247669,Test
947555470_41881308333_600657,268.0,3308183,Control
947572170_74526959814_314988,95.0,4166764,Control
947573739_25482405384_784217,0.0,6671465,Test
947579753_66254535017_779667,258.0,3221043,Test
947585894_97602726513_905005,92.0,9008521,Control
947588840_3760955514_452984,0.0,4343302,Test
947593396_25524962073_355949,0.0,2979170,Control
947607557_94001273659_675238,0.0,7028451,Test
947619262_3684331737_399234,166.0,7082293,Test
94762446_10209428452_183727,823.0,631274,Test
947636818_20049823200_639389,174.0,6094341,Test
947637505_49923734144_77102,384.0,6723488,Test
947646035_45739241703_603865,240.0,9368520,Control
947660398_38181980229_588219,140.0,5778964,Control
947665519_47973535600_157014,791.0,2915887,Control
947681597_42521506643_694051,42.0,1549295,Control
947695863_13281182968_68491,309.0,1467374,Control
947704299_77622685312_136488,0.0,2292390,Test
947711480_10757168422_202120,457.0,6241575,Test
947723504_51790480559_639582,284.0,8653282,Test
947753449_86750302884_143649,0.0,1796021,Test
947754513_65283137322_170610,17.0,8175549,Control
947755507_77785361403_174861,85.0,7803205,Test
947758746_83800965016_401192,12.0,6183060,Test
947764424_28082537868_405696,3.0,8995260,Control
947770452_91605647721_978857,29.0,146072,Test
947795527_3845572954_135328,0.0,8188592,Control
947801166_66968192014_4425,266.0,5989697,Test
947802369_18853255129_923239,177.0,4700338,Control
947808857_33580116902_202614,23.0,5880385,Control
947813683_37411668451_848618,400.0,8985518,Control
947820110_78066937386_493637,248.0,4424366,Test
947842772_12132932700_207881,112.0,2658149,Test
947852033_65858143221_672238,0.0,1518449,Test
947857409_72379774208_960972,303.0,2992443,Control
947872248_14812826563_820226,185.0,6848077,Control
947896138_4505851399_175071,54.0,2650986,Control
947900450_99985136418_972473,24.0,9410580,Control
947904444_51244105014_300352,0.0,7962018,Test
947912161_97040504454_59701,1662.0,8237457,Control
947927651_94184917694_311136,690.0,2268955,Control
947934889_25622593014_828145,308.0,2974446,Control
947938193_47897973892_453233,141.0,9491805,Test
947939787_62953954231_610654,68.0,9676119,Test
947947288_62970360158_653167,0.0,8801899,Test
947960689_32797399976_509507,106.0,4404696,Control
947982499_24654497412_775224,161.0,3432043,Test
94799789_11999720332_378256,0.0,7631516,Test
948016576_86873341407_899387,0.0,7363662,Test
948071327_69813079364_122299,1.0,2423011,Control
948079043_25584260843_812768,130.0,1911485,Test
948103385_18611635070_448426,81.0,8180165,Test
948104955_53098762266_545818,757.0,8415544,Test
94810498_50058365642_249757,153.0,6112751,Control
948116417_98998690171_942095,189.0,7920056,Test
948122133_43040507649_98513,249.0,8412648,Test
948125044_2810950710_916839,1619.0,6199973,Control
948146195_81220831812_847199,0.0,2194077,Control
948150753_27717672623_907688,190.0,3868422,Control
948154621_43065244052_881109,309.0,4312899,Test
948166451_30108415758_696226,51.0,8119258,Control
948172391_64197781081_994825,489.0,2008126,Control
948181497_14710835738_771625,167.0,9095178,Test
948208728_50913018735_16439,316.0,5221886,Control
94820999_80973654764_796945,211.0,9241612,Test
948216108_29486786126_690023,271.0,4364845,Control
948223758_86221904809_849533,3.0,2612987,Test
948229009_89652511000_317550,408.0,6058024,Control
948233143_20110790482_10287,279.0,9762839,Test
948258445_97289133393_401247,345.0,3471130,Test
948276847_99553570027_968174,90.0,1945208,Control
948300819_25155773430_768665,0.0,6515192,Control
948306186_11852304357_420472,0.0,9986106,Test
948363076_73255011656_432261,399.0,4260858,Control
948378319_57005962068_433829,6.0,5318448,Control
948394530_35537683378_715097,0.0,5430280,Control
948395152_89327787749_40848,265.0,7087847,Control
948410741_95485664339_944201,17.0,3421040,Control
948415009_52403465045_419422,9.0,8539417,Control
948426649_54684518156_266817,7.0,5087066,Control
948473560_74375766247_694208,480.0,2397739,Test
948489183_66084884691_859297,0.0,4134088,Test
948505589_43968530032_165185,69.0,6602220,Test
948513973_43314529176_641251,322.0,2232133,Control
948515933_34632520576_703740,394.0,7763318,Test
948536235_70878037269_846604,106.0,1649310,Test
948569125_5177419157_852528,187.0,9409062,Control
94857245_29130883674_589954,0.0,3317840,Test
948586115_96105024661_506488,142.0,5379344,Test
948590546_79524355841_146863,119.0,3885330,Test
948606443_53953911233_565141,0.0,8920170,Test
948624584_3339160435_114524,0.0,995753,Test
948629990_10588746379_358291,425.0,3466024,Test
948701422_62853158130_207325,176.0,2495191,Control
948703188_15123509544_152306,346.0,352172,Test
948783603_34188786523_775956,248.0,7183392,Test
948786993_93910386606_25648,640.0,1704055,Test
948818857_63031270110_150275,826.0,7716583,Test
948832480_9844077135_212454,82.0,2767171,Test
948843195_88246726176_124019,381.0,2545371,Control
948849636_79301321598_240737,7.0,2243835,Control
948853062_23567015744_266431,836.0,1332642,Control
948855815_624719788_570548,193.0,8576669,Control
948861048_6172206630_673788,376.0,1930379,Test
948890399_37175082373_282153,8.0,2943380,Test
948943936_70493239252_868395,179.0,2628355,Control
948945678_40942687090_44758,113.0,5359950,Test
948952584_70804826089_182388,816.0,9197446,Test
948969666_97980089631_259938,72.0,7411821,Test
948971746_90499201149_428184,286.0,4116719,Test
948972127_99917907247_840098,62.0,4265125,Control
948975601_80326325633_726345,773.0,6143642,Test
948994725_28009589954_40071,43.0,5608070,Control
949010031_40963515455_285635,123.0,3634423,Test
949028382_33947005449_812606,637.0,1901833,Test
949053811_32975575184_676653,644.0,7564941,Control
949060290_96936343558_459,0.0,7889820,Control
949075366_79079079520_855744,45.0,4867576,Control
949078257_2406147656_318952,103.0,291411,Control
949086452_8224014242_957186,2.0,4842605,Control
949089381_74438640713_458679,246.0,6646483,Test
949095515_64028958677_884165,0.0,889630,Control
949110018_30902615313_403247,140.0,2577284,Test
94911490_51756330624_796847,0.0,7120519,Control
949134579_73854577954_224155,476.0,2166435,Test
949160588_72217173056_385635,43.0,4937056,Control
949170660_99549994079_657038,224.0,3239922,Control
949175907_27474318300_722107,55.0,2790745,Test
949182868_1616813385_804664,0.0,6168523,Control
949183072_80170915147_126916,1384.0,1830451,Test
949199973_60160317593_742443,1390.0,2923048,Test
949202538_83357801574_985077,752.0,2380192,Control
949221669_63140909590_916349,419.0,6202008,Test
94925205_42060142907_275884,0.0,6446363,Test
949266234_27243436092_367131,26.0,5579180,Control
949279720_19165610147_388516,313.0,4342899,Test
949285430_97203034870_798637,747.0,2268089,Control
949289472_374300626_555540,358.0,2368143,Test
949306501_15119616299_624685,359.0,7959414,Control
94934606_77727720335_399215,667.0,4028331,Test
949347240_61669489593_700473,0.0,2645926,Control
949349489_25759092340_102046,400.0,1761728,Control
949363406_49021550678_844809,241.0,1146699,Control
949363710_71912026319_770626,7.0,8888550,Control
949377200_78369952889_412329,182.0,874769,Test
949387005_32444501733_881866,254.0,1402734,Control
949389277_95523174155_456200,467.0,6027530,Control
949408166_18038095006_23338,226.0,2061256,Test
949413319_46787635576_30917,775.0,4955037,Test
949425481_13487265486_271678,1137.0,4950671,Test
949432361_18144379946_387183,48.0,7203485,Control
94946351_17573949445_464711,451.0,5181226,Test
949495778_12165916004_53324,269.0,1665790,Test
949551591_35962557015_812829,497.0,5588219,Control
9495527_61568022050_138752,0.0,2647155,Test
949588159_69045488845_2240,146.0,9936686,Test
949593902_56619721565_925722,243.0,5378271,Test
949603778_58530669938_838550,627.0,9280668,Control
949646750_63517875452_237636,58.0,6539202,Control
949652949_54087980469_768092,445.0,9704271,Test
949661017_22392791362_127391,1503.0,4033851,Control
949667698_7370600131_892835,0.0,6229378,Test
94967883_71982904227_713876,134.0,1824825,Test
949689846_41079776225_275945,531.0,3249445,Control
94969665_63040957781_936931,117.0,9480124,Control
949703350_82706626369_422624,953.0,9466213,Control
949703356_91401957399_12558,641.0,1239722,Control
949708442_62000146747_374008,369.0,8690213,Test
949710640_14075888466_976866,0.0,6717584,Test
949724622_57828891880_72944,372.0,2382409,Control
949724905_28647538024_742788,91.0,6999674,Control
949736120_61229713_639745,166.0,4119895,Test
949748000_55409553965_315217,97.0,6168523,Control
949750840_3643398265_11216,810.0,4809145,Test
949764179_18509452191_364211,100.0,3891526,Control
94976501_59267305724_989443,195.0,5413659,Control
949773898_76028650532_247007,2214.0,9484622,Test
949778648_332246493_884027,0.0,5112102,Test
949781725_91991227057_633933,1067.0,9542338,Test
949787394_42152570897_29605,67.0,2837711,Test
949792032_52098258993_401060,597.0,9726851,Test
949809082_30336052911_59124,176.0,5366640,Control
949811529_72328542997_678342,18.0,9461443,Control
949830391_92349555194_364086,129.0,6211734,Test
949848139_86193274198_386441,0.0,4034949,Test
949887184_97604167116_385703,0.0,891230,Test
949912860_44583102352_10293,104.0,1606891,Control
949948123_7279539731_615434,31.0,1708867,Test
949958485_21783891673_448614,153.0,4017497,Control
949965852_38949862322_210809,106.0,7985520,Test
949966356_14782963605_832609,22.0,1711042,Control
949966866_62775945708_638835,190.0,3568571,Control
949970674_54816670688_41139,0.0,3903667,Control
949974798_76192341837_372893,235.0,8231898,Control
949994063_64018235487_954799,226.0,2124322,Test
949999682_92288105454_101599,53.0,359623,Control
950005486_7835369507_976442,849.0,7846757,Control
950008796_79732066187_634787,50.0,3815207,Control
950035338_95573216487_975345,307.0,515862,Control
950042783_2933954960_419933,8.0,201846,Test
950045632_4255089073_698578,6.0,8023,Test
950047333_26669184794_185003,7.0,9485636,Test
95005696_99126012161_785271,0.0,4497001,Control
950068087_85100889601_202419,298.0,3881207,Test
950078137_79982559950_993880,24.0,8652686,Test
950093663_23485897456_192889,723.0,1110805,Control
950109791_38554591674_241747,399.0,2215874,Test
950134072_44329374307_200149,0.0,2403725,Test
950143857_79993843629_930597,628.0,9937743,Control
950157053_25892933557_58257,65.0,5235584,Test
950179346_31836601908_73819,441.0,9475518,Test
950195163_23960511652_393199,415.0,9002320,Control
95020451_92038991688_371867,0.0,6956351,Test
950228690_60652227920_312737,92.0,814615,Control
950266857_91555397456_409014,1363.0,1235981,Control
950289489_75717039929_860267,99.0,3667641,Test
